dataset,seed,model_id,label,abbrev,family,MAPE,RMSPE,MAAPE,MASE,MSE,R2,cost_selected,epsilon_selected,sigma_selected,gamma_selected,sym_type_selected,mtry_selected,xgb_trees_selected,xgb_lr_selected,xgb_depth_selected
energy_efficiency,21,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.7089581639921931,2.5773360624169404,1.0867556292008236,0.031547569624222685,0.274535055987333,0.9971708381657601,190168323.2980861,NA,3.4676813515548206,0.041580684893157784,odd,NA,NA,NA,NA
energy_efficiency,21,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.691023267746493,2.5691580740582896,1.0753347977563683,0.031335087643889974,0.27434148961739135,0.9971728329222559,251098071.46200067,NA,3.716631637698469,0.036196865609279254,odd,NA,NA,NA,NA
energy_efficiency,21,b1,ε-SVR (MSE),SVR-MSE,baseline,5.3331051332918715,6.968094104366481,3.380469301535106,0.08497837382384864,1.2770460293952342,0.9868396774541638,293.8323089101806,NA,0.26604068085151056,7.064377572852735,NA,NA,NA,NA,NA
energy_efficiency,21,b2,Random Forest,RF,baseline,2.0438584021309087,2.8621565555791966,1.3000527372373423,0.03810145887246772,0.35961188960075985,0.9962940971981215,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,21,b3,XGBoost,XGB,baseline,1.0590922495903106,1.6512589046143362,0.6738382801808872,0.019509049193892392,0.10968945590721096,0.9988696189593887,NA,NA,NA,NA,NA,NA,291,0.07375852621775202,5
energy_efficiency,21,b4,Linear Regression,LR,baseline,9.636265135230468,13.93959667520023,6.017070020499097,0.17856904959543365,9.127916377576797,0.9059342255993548,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,21,b5,WLS (1/y²),WLS,baseline,9.700097378834762,13.164165419927166,6.082899783678621,0.19476554993897002,10.37167819800876,0.8931169062934621,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,21,b6,Log-SVR,Log-SVR,baseline,2.32711587034687,3.389788805942142,1.4793928811631833,0.04125639424098605,0.4267664291962153,0.9956020505677334,100,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,22,m1,SVR-MAPE,SVR-MAPE,psvr,1.9258233933515698,2.8084170897537715,1.2247980172287103,0.030934463917166078,0.2379728439094903,0.9978163616978531,981.8579065132656,1.006381949801707,2.867497363795687,0.06080845227907973,NA,NA,NA,NA,NA
energy_efficiency,22,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,1.827492632819325,2.478128973365086,1.1627842964810744,0.03414537209651132,0.324816024333251,0.9970194888617001,607.4829476657006,1.0694376838307451,2.0504219075370473,0.118927841752208,odd,NA,NA,NA,NA
energy_efficiency,22,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.499498111036357,2.041909087620062,0.9542491217487347,0.02628388046240047,0.18835985677415645,0.9982716103607377,249052448.3023163,NA,4.670403079616107,0.0229224627845453,NA,NA,NA,NA,NA
energy_efficiency,22,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.5193450489561664,2.047718082824751,0.966894483694796,0.026577135110784467,0.18584706956301517,0.9982946676907644,250555857.6824104,NA,5.132652137801907,0.018979568821145293,NA,NA,NA,NA,NA
energy_efficiency,22,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.4745110669158716,1.897583837465819,0.9384418134265161,0.027293726150334666,0.18791273767713523,0.9982757131246071,245683229.44186848,NA,3.73494301713962,0.03584280947471471,odd,NA,NA,NA,NA
energy_efficiency,22,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.4745110669158716,1.897583837465819,0.9384418134265161,0.027293726150334666,0.18791273767713523,0.9982757131246071,245683229.44186848,NA,3.73494301713962,0.03584280947471471,odd,NA,NA,NA,NA
energy_efficiency,22,b1,ε-SVR (MSE),SVR-MSE,baseline,4.598546938529591,5.8135498626524384,2.9198508260055562,0.0700487157414519,0.9068632718152971,0.9916786245749148,286.3793454928445,NA,0.26610958407204266,7.060719716260774,NA,NA,NA,NA,NA
energy_efficiency,22,b2,Random Forest,RF,baseline,1.6429933536912589,2.233269466710532,1.0454930838995236,0.030929429087697167,0.2680095936118493,0.9975407445474064,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,22,b3,XGBoost,XGB,baseline,0.9073282715245679,1.2519052913448452,0.5775233523436327,0.016151685821109565,0.07035918203467982,0.9993543842974912,NA,NA,NA,NA,NA,NA,185,0.1,5
energy_efficiency,22,b4,Linear Regression,LR,baseline,8.652159657796663,11.387668484262612,5.458373388423744,0.15418882211715143,6.772455025113495,0.9378559673051222,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,22,b5,WLS (1/y²),WLS,baseline,8.709807412322254,10.911656189754643,5.502833607838295,0.1734917595846698,8.551024710459838,0.9215358157106966,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,22,b6,Log-SVR,Log-SVR,baseline,1.9872958003157315,2.8996845011086387,1.2635993410082238,0.035103520429009515,0.32290669538124267,0.9970370088600432,10,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,23,m1,SVR-MAPE,SVR-MAPE,psvr,1.7701596912665434,2.579238422659677,1.125975003188644,0.030846566579523664,0.2542155438193097,0.9973755854564701,981.8579065132656,1.006381949801707,2.863848347503115,0.06096351104552414,NA,NA,NA,NA,NA
energy_efficiency,23,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,2.2250903439502765,3.3180174211847686,1.414289570029462,0.040416522878099,0.4397986595001326,0.9954597032861315,966.2679418418397,1.5433001567537972,2.202171010387955,0.10310219750122772,odd,NA,NA,NA,NA
energy_efficiency,23,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.5231082473120392,2.295541555741017,0.9687499309839426,0.026698033412847363,0.19479477486121347,0.9979890205277425,233896399.16542143,NA,4.506392396247354,0.02462135746402976,NA,NA,NA,NA,NA
energy_efficiency,23,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.5140054158998657,2.2786898924664913,0.9629718451323271,0.02636291700692421,0.18839598533817697,0.9980550789442852,253870660.01929605,NA,4.911749915961786,0.020725141843459312,NA,NA,NA,NA,NA
energy_efficiency,23,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.5722619830923352,2.42425677050719,0.9998984594880383,0.027976293549636433,0.21519168773876438,0.9977784513627154,222013747.92434105,NA,3.5350395053846166,0.040011189354350205,odd,NA,NA,NA,NA
energy_efficiency,23,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.5995684015394824,2.4287257723909716,1.0172960333356564,0.028488268149003952,0.21689292968332058,0.997760888455136,247380332.8267158,NA,3.7767211847256354,0.03505420770407306,odd,NA,NA,NA,NA
energy_efficiency,23,b1,ε-SVR (MSE),SVR-MSE,baseline,4.857104273891262,6.382614562774128,3.0812455110821673,0.07578118602365667,1.1421296777879861,0.9882091327227639,10.154906309863048,NA,0.2673645533770508,6.994591350854917,NA,NA,NA,NA,NA
energy_efficiency,23,b2,Random Forest,RF,baseline,1.810687692990469,2.858235486168038,1.1510164962002625,0.03244990143865962,0.3083358839193736,0.996816869787375,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,23,b3,XGBoost,XGB,baseline,1.0567686239952432,1.7080299177248162,0.6722799321757915,0.018492496327033543,0.09973544704959209,0.9989703731179851,NA,NA,NA,NA,NA,NA,285,0.09285714285714286,5
energy_efficiency,23,b4,Linear Regression,LR,baseline,9.885432048168303,13.991854134546388,6.176833924478228,0.1796213954492533,9.040719914282631,0.9066674032965989,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,23,b5,WLS (1/y²),WLS,baseline,9.60078878651428,13.006017352429744,6.023592153585534,0.19059140698661675,10.08298143718008,0.8959075329214111,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,23,b6,Log-SVR,Log-SVR,baseline,2.134261452293152,3.5487073889821827,1.3556723335800296,0.036965739915923536,0.4175694215122014,0.9956891886063076,10,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,24,m1,SVR-MAPE,SVR-MAPE,psvr,2.016845132794995,2.6523466450309203,1.283244813269915,0.03642967588226991,0.29435038648302764,0.9968781484901263,981.8579065132656,1.006381949801707,2.843527290491408,0.06183796696337327,NA,NA,NA,NA,NA
energy_efficiency,24,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,2.314433587876067,3.3869903664651813,1.4713215209424413,0.04485717490168849,0.6134368492060059,0.9934939485665789,607.4829476657006,1.0694376838307451,2.033281956843839,0.1209413440675327,odd,NA,NA,NA,NA
energy_efficiency,24,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.5708218372295486,2.046204703908661,0.9996766180948996,0.02940351541713107,0.18437450252898346,0.9980445419964294,68050890.71753323,NA,3.7023884981245225,0.03647590098697299,NA,NA,NA,NA,NA
energy_efficiency,24,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.479878664715824,1.9968260612237259,0.9417818309275311,0.02756524497525631,0.16796482708377428,0.9982185814148153,255475698.29838344,NA,4.876897529257535,0.021022421685490435,NA,NA,NA,NA,NA
energy_efficiency,24,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.676546086727523,2.252942196494309,1.0668471372528385,0.03098328715153696,0.22499331827056493,0.9976137427956292,192042200.60596865,NA,3.395410883292506,0.04336959150798019,odd,NA,NA,NA,NA
energy_efficiency,24,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.6258913001605646,2.214368002866603,1.0345985215330908,0.030056463896799744,0.21114890297494351,0.9977605753148943,254651106.0356498,NA,3.703721765103441,0.03644964450006941,odd,NA,NA,NA,NA
energy_efficiency,24,b1,ε-SVR (MSE),SVR-MSE,baseline,4.993682761071601,6.239959819475844,3.170406926666549,0.08217037313067768,1.2695872927028689,0.9865348809152338,34.17143784436696,NA,0.2660128619023611,7.065855199423371,NA,NA,NA,NA,NA
energy_efficiency,24,b2,Random Forest,RF,baseline,1.7634775098254822,2.56062723782689,1.1218149667147799,0.03279096610492022,0.28129423210614096,0.9970166207909159,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,24,b3,XGBoost,XGB,baseline,1.3002432118282907,1.7708331389927827,0.8275277116943007,0.024973987181802878,0.16221371998209203,0.9982795770961982,NA,NA,NA,NA,NA,NA,295,0.0993633155161025,4
energy_efficiency,24,b4,Linear Regression,LR,baseline,10.601782899535241,14.474165372859543,6.630744460203996,0.20138217324156688,10.057077707160309,0.8933356140613529,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,24,b5,WLS (1/y²),WLS,baseline,10.055557337651878,13.324670189653261,6.3132976184081295,0.19852533655083046,10.048152154663962,0.8934302776011909,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,24,b6,Log-SVR,Log-SVR,baseline,2.566439951006788,4.510043103691829,1.6273247269212285,0.047403503155651276,0.9619371511438036,0.9897977883311696,10,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,25,m1,SVR-MAPE,SVR-MAPE,psvr,1.639115550856996,2.3928632249241666,1.0427494849255043,0.028475522774779546,0.2096592798837424,0.9980195130975889,981.8579065132656,1.006381949801707,2.849779915004038,0.061566910649623184,NA,NA,NA,NA,NA
energy_efficiency,25,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,1.9722356793680582,2.6954747744904752,1.254746386820985,0.04010921886441564,0.58467072042733,0.994477073923598,837.6952152007207,1.5132647835605488,2.3881776830425587,0.0876671186876348,odd,NA,NA,NA,NA
energy_efficiency,25,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.5138927674731686,2.022249312309262,0.9634423435298164,0.026174951600359913,0.15846183033939434,0.998503135278852,244336968.228937,NA,4.78096674766607,0.02187452131765972,NA,NA,NA,NA,NA
energy_efficiency,25,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.496036192812379,1.9630291568201075,0.9521148607892926,0.026074004997506374,0.1560412001056208,0.9985260010755687,252521535.25088206,NA,5.1009389433749455,0.0192162992805169,NA,NA,NA,NA,NA
energy_efficiency,25,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.5559152241976422,2.111812790897631,0.9901312854275552,0.028278889649518715,0.20133864530741635,0.9980981116113646,242065411.3638215,NA,3.7581683353397826,0.035401164345642624,odd,NA,NA,NA,NA
energy_efficiency,25,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.5559152241976422,2.111812790897631,0.9901312854275552,0.028278889649518715,0.20133864530741635,0.9980981116113646,242065411.3638215,NA,3.7581683353397826,0.035401164345642624,odd,NA,NA,NA,NA
energy_efficiency,25,b1,ε-SVR (MSE),SVR-MSE,baseline,4.465870075786128,5.621282131365483,2.8370438420041375,0.07102791478294701,1.01847811064547,0.9903792354927278,34.17143784436696,NA,0.2660128619023611,7.065855199423371,NA,NA,NA,NA,NA
energy_efficiency,25,b2,Random Forest,RF,baseline,1.4594030910530669,1.9567999252220172,0.9287957911648831,0.02639062960149613,0.18247642332394728,0.9982762882396987,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,25,b3,XGBoost,XGB,baseline,0.9788215844695769,1.3714826974794918,0.6230139818578945,0.017154010074551043,0.07566024833102646,0.9992852969306397,NA,NA,NA,NA,NA,NA,298,0.09979537103956733,5
energy_efficiency,25,b4,Linear Regression,LR,baseline,9.463167632773606,12.214827016854823,5.966537346043134,0.17031932004639316,7.987001053479754,0.9245530606385195,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,25,b5,WLS (1/y²),WLS,baseline,9.17004096051522,11.479694819155597,5.7892130073973,0.18249165826855746,9.583077743304829,0.9094761750306177,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,25,b6,Log-SVR,Log-SVR,baseline,2.001066231923629,2.642465103097725,1.2731590099700656,0.036378175498072846,0.3556073914231119,0.9966408556706644,100,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,26,m1,SVR-MAPE,SVR-MAPE,psvr,2.119856773252603,3.7184931077261307,1.3456270491701565,0.036432671165326044,0.3319725656043196,0.9971019119748105,981.8579065132656,1.006381949801707,2.8429549495523325,0.0618628677889525,NA,NA,NA,NA,NA
energy_efficiency,26,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,2.434459798402431,3.7357823827778915,1.546508035147995,0.04565727340166839,0.4845905100338048,0.9957695722485594,966.2679418418397,1.5433001567537972,2.1861049238873105,0.10462320006480663,odd,NA,NA,NA,NA
energy_efficiency,26,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.7284002308359354,2.985032901772169,1.0980218076070039,0.0322466187412521,0.27466437291130164,0.9976022068913092,152906205.47886965,NA,4.291572581738019,0.027147952482939344,NA,NA,NA,NA,NA
energy_efficiency,26,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.710937181209495,2.928140990646216,1.0869773795937347,0.0323164170849563,0.2736975364266029,0.9976106472792476,219952735.88913107,NA,4.696795214476004,0.022665575704552396,NA,NA,NA,NA,NA
energy_efficiency,26,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.7694793680515293,3.1153846624426285,1.1239452413598192,0.033518002736999016,0.3119342457084995,0.9972768445474142,184676464.37313783,NA,3.112858677689628,0.05160017750471287,odd,NA,NA,NA,NA
energy_efficiency,26,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.7734845683583256,3.104335240577195,1.1265322463416196,0.0336448878735151,0.31006333042001566,0.9972931774548754,244766897.31994987,NA,3.328887879304224,0.04512026779550387,odd,NA,NA,NA,NA
energy_efficiency,26,b1,ε-SVR (MSE),SVR-MSE,baseline,5.530668594394562,8.952311185813134,3.469604074452339,0.08727637768076281,1.335862238645858,0.9883380533265607,34.17143784436696,NA,0.2660128619023611,7.065855199423371,NA,NA,NA,NA,NA
energy_efficiency,26,b2,Random Forest,RF,baseline,1.9075734323686897,3.0643937848646536,1.2123376232226228,0.037512729980856474,0.3659254905249038,0.9968055062614246,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,26,b3,XGBoost,XGB,baseline,1.0649737737953648,2.3660206205679555,0.6761837781362053,0.019993401186226056,0.1483513692342208,0.9987049070578603,NA,NA,NA,NA,NA,NA,291,0.09997393523317029,6
energy_efficiency,26,b4,Linear Regression,LR,baseline,9.375165518006972,12.238878603078083,5.904541822892381,0.18593222009230145,7.727534276979242,0.9325393816456271,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,26,b5,WLS (1/y²),WLS,baseline,9.883746424493108,12.347029420166532,6.229800602105992,0.21491108574468643,10.37412055309089,0.9094349423361089,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,26,b6,Log-SVR,Log-SVR,baseline,2.540521730868681,3.7931827104666387,1.6142986740552687,0.04881655494598048,0.5703409462924839,0.9950209793278653,100,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,27,m1,SVR-MAPE,SVR-MAPE,psvr,1.3734848228936247,1.7963687239619615,0.8741622225126714,0.02936762526996108,0.19051667233016442,0.9980801165276468,981.8579065132656,1.006381949801707,2.871850687900538,0.060624237783682096,NA,NA,NA,NA,NA
energy_efficiency,27,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,2.0548479444786207,2.895796129011783,1.3069141687239858,0.042861743177847744,0.42077378855932535,0.9957597588054945,490.54628307804046,1.123001535211252,1.9283185257420505,0.13446599105279677,odd,NA,NA,NA,NA
energy_efficiency,27,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.308714319674632,1.694531102593811,0.832976550616829,0.027627157899441254,0.16331151287042245,0.9983542696260117,249802013.57797664,NA,4.747847198302997,0.022180765859752358,NA,NA,NA,NA,NA
energy_efficiency,27,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,1.3230623107203343,1.7038409923472584,0.8421117291967928,0.02775444776293596,0.1628814474628135,0.9983586035011419,181574809.7273892,NA,4.787631608109699,0.021813660680821904,NA,NA,NA,NA,NA
energy_efficiency,27,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,1.5402944962192258,2.046663618402939,0.980238624829749,0.03222950837327625,0.22883122199012682,0.9976940113655992,253958392.96580142,NA,3.1701702801841236,0.04975134474235144,odd,NA,NA,NA,NA
energy_efficiency,27,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,1.5402944962192258,2.046663618402939,0.980238624829749,0.03222950837327625,0.22883122199012682,0.9976940113655992,253958392.96580142,NA,3.1701702801841236,0.04975134474235144,odd,NA,NA,NA,NA
energy_efficiency,27,b1,ε-SVR (MSE),SVR-MSE,baseline,4.143298447622129,5.280892778389695,2.6319614995012417,0.07706101247725133,0.9655762497144031,0.9902696501022712,683.8586051345106,NA,0.2660293754345326,7.064978013544989,NA,NA,NA,NA,NA
energy_efficiency,27,b2,Random Forest,RF,baseline,1.7167979672403466,2.4286790669935003,1.0921673464869384,0.03681327557794271,0.29851381729847626,0.9969918026748483,NA,NA,NA,NA,NA,4,NA,NA,NA
energy_efficiency,27,b3,XGBoost,XGB,baseline,0.9584637347473821,1.2393244859159012,0.6101071924242308,0.021071619472672484,0.09584273351417545,0.9990341691476737,NA,NA,NA,NA,NA,NA,285,0.09285714285714286,5
energy_efficiency,27,b4,Linear Regression,LR,baseline,9.340176596120713,13.030186688830073,5.855635315227518,0.19663076010406952,9.351478667147417,0.9057628441882195,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,27,b5,WLS (1/y²),WLS,baseline,9.610476553989535,12.811674816810099,6.04062256632496,0.21964353942410825,11.780875944758755,0.8812812089380361,NA,NA,NA,NA,NA,NA,NA,NA,NA
energy_efficiency,27,b6,Log-SVR,Log-SVR,baseline,1.8631704758951928,2.6050536911969338,1.185313500034084,0.04080854347473425,0.40828673134232624,0.9958855939593213,100,0.01,NA,0.224,NA,NA,NA,NA,NA
energy_efficiency,28,m1,SVR-MAPE,SVR-MAPE,psvr,1.6067531623144848,2.0786840116488285,1.0225477177663214,0.02771284795095204,0.16849444536926084,0.9982863650845674,981.8579065132656,1.006381949801707,2.865703248193729,0.06088461616244491,NA,NA,NA,NA,NA
energy_efficiency,28,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,2.2770173376025387,3.0551893110019828,1.4484144440030065,0.041761197697735675,0.4489539645298096,0.9954340145317304,823.9468683605403,1.3322430967328054,2.066630673135904,0.11706963449833624,odd,NA,NA,NA,NA
energy_efficiency,28,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,1.4638141212842575,1.9570433365177684,0.9315871679312518,0.025131268627298923,0.14243562404034252,0.9985513904744928,239046390.94011635,NA,4.872012582477896,0.021064599283513414,NA,NA,NA,NA,NA
