dataset,seed,model_id,label,abbrev,family,MAPE,RMSPE,MAAPE,MASE,MSE,R2
energy_efficiency,3,m1,SVR-MAPE,SVR-MAPE,psvr,1.5897696640299255,2.321128634342987,1.0113380991530907,0.03203418403857633,0.33355257752860634,0.9969763667611696
energy_efficiency,3,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,11.93926909444279,19.55420392252436,7.307380629529427,0.3243788737493164,47.90799557654654,0.5657170185753921
energy_efficiency,3,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,9.619468145681461,12.22523580969441,6.063194733378271,0.2302295346059402,14.794009891566956,0.8658932262638827
energy_efficiency,3,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,9.619468145681461,12.22523580969441,6.063194733378271,0.2302295346059402,14.794009891566956,0.8658932262638827
energy_efficiency,3,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,33.33707880331122,39.045927021337384,19.8104729838367,0.8426181906193644,165.52869299742704,-0.5005072418732819
energy_efficiency,3,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,33.33707880331122,39.045927021337384,19.8104729838367,0.8426181906193644,165.52869299742704,-0.5005072418732819
energy_efficiency,3,b1,ε-SVR (MSE),SVR-MSE,baseline,1.8904612751090029,2.8987043531416794,1.202097831946291,0.035229335087061005,0.3669580860013259,0.9966735479176562
energy_efficiency,3,b2,Random Forest,RF,baseline,1.5512288813909192,1.9971370565156477,0.9872667735458888,0.033119791496751164,0.27219546542826406,0.997532565142126
energy_efficiency,3,b3,XGBoost,XGB,baseline,0.8496674945349367,1.116956241923798,0.5408654228722263,0.017556887341744612,0.0779686162654621,0.9992932193734715
energy_efficiency,3,b4,Linear Regression,LR,baseline,9.146986439650744,11.859731279087084,5.765765607899233,0.18553116668283123,9.034493549280398,0.9181028814287598
energy_efficiency,3,b5,WLS (1/y²),WLS,baseline,9.78027470782601,12.161693902100357,6.166380873309504,0.21605222040008504,12.407552580498,0.8875263124245767
energy_efficiency,3,b6,Log-SVR,Log-SVR,baseline,1.7807262708238725,2.4640753812377967,1.1329176561842491,0.03548414229176765,0.363907213182684,0.9967012038888083
energy_efficiency,3,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,4,m1,SVR-MAPE,SVR-MAPE,psvr,1.9513169037546125,2.7839602504282186,1.2411305862300805,0.04032518725366679,0.44598660682200736,0.9956840522650129
energy_efficiency,4,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,11.249612000996686,24.045527523351623,6.450075913301742,0.17672604504099057,9.18410402682781,0.91112263828969
energy_efficiency,4,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,9.620578596729748,12.261682921751921,6.061876961332967,0.21926135847904799,12.39664978817136,0.8800338580659676
energy_efficiency,4,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,9.620578596729748,12.261682921751921,6.061876961332967,0.21926135847904799,12.39664978817136,0.8800338580659676
energy_efficiency,4,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,31.760432277339724,37.38277640918894,18.944938356742654,0.7596379751955856,131.93461663060722,-0.2767713225086059
energy_efficiency,4,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,31.760432277339724,37.38277640918894,18.944938356742654,0.7596379751955856,131.93461663060722,-0.2767713225086059
energy_efficiency,4,b1,ε-SVR (MSE),SVR-MSE,baseline,2.453510586495532,3.981169277226949,1.5576374510224797,0.043530623031743654,0.5019661760993792,0.9951423209853455
energy_efficiency,4,b2,Random Forest,RF,baseline,2.0749872746355145,2.8371003009472116,1.3198934724760532,0.0412704038152765,0.3752124557599139,0.9963689552022305
energy_efficiency,4,b3,XGBoost,XGB,baseline,1.1679454937035714,1.5999577625899657,0.743353717026055,0.023280974400207963,0.12789637889177927,0.9987623079295488
energy_efficiency,4,b4,Linear Regression,LR,baseline,9.678079332398026,13.118580852533738,6.07441444110935,0.1936374875486297,9.482348276200845,0.9082364381821872
energy_efficiency,4,b5,WLS (1/y²),WLS,baseline,9.337804155747317,12.077603690733131,5.881027488874434,0.20231850737804077,10.37501839760249,0.8995977985243562
energy_efficiency,4,b6,Log-SVR,Log-SVR,baseline,2.223183096551693,3.1355232177873678,1.4135669211458455,0.041432436756961726,0.3583539430681967,0.9965321001454958
energy_efficiency,4,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,5,m1,SVR-MAPE,SVR-MAPE,psvr,1.741226423983731,2.477262244543733,1.1077195998033922,0.032817578338531175,0.30262326092478153,0.9971085587259216
energy_efficiency,5,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,7.254314122310872,10.803633511549657,4.559546413423655,0.12997602963948862,5.403932092284944,0.9483676428368373
energy_efficiency,5,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.536389589390401,10.769872123605074,5.393477791765755,0.18679459437012566,10.430327112546582,0.9003424977207823
energy_efficiency,5,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.536389589390401,10.769872123605074,5.393477791765755,0.18679459437012566,10.430327112546582,0.9003424977207823
energy_efficiency,5,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,30.94931977369373,36.31865496192237,18.532968220517155,0.7351505177702262,138.84955311748257,-0.32665059369316873
energy_efficiency,5,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,30.94931977369373,36.31865496192237,18.532968220517155,0.7351505177702262,138.84955311748257,-0.32665059369316873
energy_efficiency,5,b1,ε-SVR (MSE),SVR-MSE,baseline,2.2963250542918505,3.24889925946941,1.4601739928223239,0.03875440587053512,0.38046052691621457,0.9963648555391234
energy_efficiency,5,b2,Random Forest,RF,baseline,1.620527136986962,2.1245361493954307,1.0312977628937863,0.03150606036498295,0.2776307558724751,0.9973473518723243
energy_efficiency,5,b3,XGBoost,XGB,baseline,0.8764274037503798,1.1394377853926614,0.5578987553485015,0.016522572484642825,0.07777077815116253,0.9992569320772756
energy_efficiency,5,b4,Linear Regression,LR,baseline,9.324743131721256,12.500889660562775,5.863488182752932,0.16423079191075185,7.390553971900409,0.9293862846915524
energy_efficiency,5,b5,WLS (1/y²),WLS,baseline,9.135694835140661,11.749938958043638,5.757687137596392,0.17769930625291494,8.731606234512274,0.9165730797483412
energy_efficiency,5,b6,Log-SVR,Log-SVR,baseline,2.3587674156497167,3.2858249304393232,1.4998258708625374,0.04283123684629606,0.4656768841600662,0.9955506481586051
energy_efficiency,5,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,6,m1,SVR-MAPE,SVR-MAPE,psvr,1.946762879212826,2.9429593663488167,1.2379160958303579,0.03873905590443495,0.4057032091885987,0.996055762180779
energy_efficiency,6,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,7.814360131987974,11.54533346051565,4.904912414849818,0.14273988805790558,5.188401084424999,0.9495584769481986
energy_efficiency,6,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.79084875620431,11.384582511604162,5.547449073032558,0.21282574127312487,12.375602094245647,0.8796846642811164
energy_efficiency,6,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.79084875620431,11.384582511604162,5.547449073032558,0.21282574127312487,12.375602094245647,0.8796846642811164
energy_efficiency,6,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,30.47247374391535,35.84863629067723,18.267991230423082,0.7534719939769213,130.44070923559008,-0.2681417521000167
energy_efficiency,6,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,30.47247374391535,35.84863629067723,18.267991230423082,0.7534719939769213,130.44070923559008,-0.2681417521000167
energy_efficiency,6,b1,ε-SVR (MSE),SVR-MSE,baseline,2.469390976467277,3.789988754157979,1.5691794711003282,0.0452641761808418,0.5703176405326686,0.9944553842419517
energy_efficiency,6,b2,Random Forest,RF,baseline,1.6063123266529804,2.0505891039555904,1.0223065701646314,0.03391034116999362,0.2633904569018349,0.9974393236784795
energy_efficiency,6,b3,XGBoost,XGB,baseline,0.9148365834202989,1.1347384610427416,0.5823554659525508,0.018580027628785953,0.08073502872637048,0.9992150957980458
energy_efficiency,6,b4,Linear Regression,LR,baseline,9.924404682976402,13.045399095535151,6.237355888123544,0.2000510044839518,9.706757999182107,0.9056311088123472
energy_efficiency,6,b5,WLS (1/y²),WLS,baseline,10.194959267084542,12.657711888563039,6.422789403842972,0.22052406234813424,11.689841467571338,0.8863516142519363
energy_efficiency,6,b6,Log-SVR,Log-SVR,baseline,2.3290760856306933,3.2644611279539943,1.4811447983909731,0.04356662761985857,0.4284770877428751,0.9958343550263624
energy_efficiency,6,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,7,m1,SVR-MAPE,SVR-MAPE,psvr,1.9371062099637546,3.49171324290102,1.2299927945455387,0.03747380762722976,0.4296781706773348,0.9960411047148252
energy_efficiency,7,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,11.39574677774199,19.38880654602736,6.962756028846955,0.33248313134740026,46.40796153430077,0.5724142564117296
energy_efficiency,7,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,9.457686852172529,12.030153803877862,5.965551521130745,0.22494797111192427,13.137309245934043,0.8789577055971328
energy_efficiency,7,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,9.457686852172529,12.030153803877862,5.965551521130745,0.22494797111192427,13.137309245934043,0.8789577055971328
energy_efficiency,7,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,32.680894000665816,37.3627429391071,19.570994166191795,0.8270550726722821,146.94277426266703,-0.3538762169415015
energy_efficiency,7,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,33.17979737597781,38.68381209816245,19.726819847524315,0.8639317591014104,168.604341667985,-0.5534578641432326
energy_efficiency,7,b1,ε-SVR (MSE),SVR-MSE,baseline,2.1912767180573023,3.9947444041871574,1.390552300375059,0.039061661741539716,0.4695495686098596,0.9956737444436725
energy_efficiency,7,b2,Random Forest,RF,baseline,1.9018631250654898,3.1117594127864625,1.2084548939002595,0.03864262309412997,0.3755663508344648,0.9965396709512958
energy_efficiency,7,b3,XGBoost,XGB,baseline,1.0779407185667895,2.2489977485636268,0.6847330168107794,0.020611380664174183,0.14640402839443145,0.9986510875876528
energy_efficiency,7,b4,Linear Regression,LR,baseline,10.48196125709689,13.983555648794145,6.57588412771374,0.20637377795737058,9.984001631597344,0.9080111123071466
energy_efficiency,7,b5,WLS (1/y²),WLS,baseline,10.772471568744466,13.503430408703586,6.777073468900756,0.2273678161026213,11.709029497907725,0.8921173454072227
energy_efficiency,7,b6,Log-SVR,Log-SVR,baseline,2.3468858562637642,3.866610795432434,1.4903399056718265,0.04280501228871168,0.46205684473166353,0.995742779622229
energy_efficiency,7,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,8,m1,SVR-MAPE,SVR-MAPE,psvr,2.004214219167692,2.9291925806500205,1.2746304355148237,0.03847137473769576,0.5736735598179005,0.9941349555160958
energy_efficiency,8,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,13.156002564546593,19.839074250609002,8.070785699666057,0.29358744385345814,38.61709824587048,0.605191846172545
energy_efficiency,8,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.382442237999673,10.805012276905307,5.293868010973623,0.1780144684842029,9.613086762212285,0.9017190516747842
energy_efficiency,8,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.382442237999673,10.805012276905307,5.293868010973623,0.1780144684842029,9.613086762212285,0.9017190516747842
energy_efficiency,8,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,30.46638473707766,34.62957884316642,18.399521457342605,0.6718340632200747,112.70875203550635,-0.1522961675685488
energy_efficiency,8,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,30.46638473707766,34.62957884316642,18.399521457342605,0.6718340632200747,112.70875203550635,-0.1522961675685488
energy_efficiency,8,b1,ε-SVR (MSE),SVR-MSE,baseline,2.3429322533227595,3.262841319854199,1.4900964777834307,0.04094677954858845,0.5563611249883543,0.9943119519954737
energy_efficiency,8,b2,Random Forest,RF,baseline,1.674655088074786,2.202568675325701,1.0657206555682492,0.03092947009244803,0.2642158222187239,0.9972987467800398
energy_efficiency,8,b3,XGBoost,XGB,baseline,1.146840968596238,2.0377793115904685,0.729339255136696,0.01929946129444366,0.12417689220486576,0.9987304574453707
energy_efficiency,8,b4,Linear Regression,LR,baseline,9.178447358907267,11.915030964255049,5.784488825938707,0.1694419173416042,7.790664205065026,0.9203508836342909
energy_efficiency,8,b5,WLS (1/y²),WLS,baseline,8.78539304466877,11.175206019717335,5.544209068530949,0.17108565991748542,8.475723534843304,0.9133470687041787
energy_efficiency,8,b6,Log-SVR,Log-SVR,baseline,2.2655776044749194,3.3252769933273036,1.440384541828697,0.03800693931758158,0.4390878764402971,0.9955109140318706
energy_efficiency,8,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,9,m1,SVR-MAPE,SVR-MAPE,psvr,2.0404905536950806,3.229375536780901,1.2967795080054103,0.039083490715274526,0.4145767903849415,0.9960629644233447
energy_efficiency,9,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,7.446329179860868,11.642666539235222,4.659191430732574,0.12772028852349537,4.429337670994846,0.9579367190924163
energy_efficiency,9,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.806537920143018,11.406542482771139,5.556328284240325,0.2010520272058938,11.341610737759616,0.8922941997556715
energy_efficiency,9,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.806537920143018,11.406542482771139,5.556328284240325,0.2010520272058938,11.341610737759616,0.8922941997556715
energy_efficiency,9,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,31.674941428824173,36.471138045821064,18.99999254598995,0.7631339684684031,136.59592054512504,-0.2971854944238377
energy_efficiency,9,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,31.674941428824173,36.471138045821064,18.99999254598995,0.7631339684684031,136.59592054512504,-0.2971854944238377
energy_efficiency,9,b1,ε-SVR (MSE),SVR-MSE,baseline,2.563485128441423,4.22931133435465,1.627083436821251,0.04346919689868243,0.5234970393855385,0.9950286014168307
energy_efficiency,9,b2,Random Forest,RF,baseline,1.9931480584373324,2.8185214486074774,1.267653302067955,0.03763173432231611,0.3368287244666101,0.9968013002603615
energy_efficiency,9,b3,XGBoost,XGB,baseline,0.9742484339987296,1.6753755506907002,0.619715619280703,0.018786131132477544,0.10500785331734722,0.9990027911259703
energy_efficiency,9,b4,Linear Regression,LR,baseline,10.774502307147046,14.453275184906698,6.744381075802527,0.20009026048328224,9.738886012371388,0.90751450250725485
energy_efficiency,9,b5,WLS (1/y²),WLS,baseline,10.436867337890508,13.314622093807616,6.560212321646337,0.2077673482964685,10.204481287359444,0.9030929690194575
energy_efficiency,9,b6,Log-SVR,Log-SVR,baseline,2.4832030854428435,4.24763356772599,1.5754766351948195,0.04262541799276722,0.5309838980602033,0.9949575023354466
energy_efficiency,9,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,10,m1,SVR-MAPE,SVR-MAPE,psvr,1.8471999426403707,2.961016108159656,1.1740460697543897,0.037136956119407705,0.6308076897893686,0.9936194641441284
energy_efficiency,10,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,7.316431939629746,10.960882228941465,4.596022264412692,0.13519730211914538,5.569744317126291,0.9436627772636568
energy_efficiency,10,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.79204380478323,11.84862705291577,5.539477997968024,0.20283258427311585,13.047726910491876,0.8680239782463441
energy_efficiency,10,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.79204380478323,11.84862705291577,5.539477997968024,0.20283258427311585,13.047726910491876,0.8680239782463441
energy_efficiency,10,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,28.909005777473983,34.17040749208094,17.398948087777658,0.6917653758690087,124.52914996356304,-0.2595957837943357
energy_efficiency,10,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,28.909005777473983,34.17040749208094,17.398948087777658,0.6917653758690087,124.52914996356304,-0.2595957837943357
energy_efficiency,10,b1,ε-SVR (MSE),SVR-MSE,baseline,2.0279958629776167,2.9931204737314623,1.2894125586346197,0.038021804325228656,0.5589260754933025,0.9943465371091823
energy_efficiency,10,b2,Random Forest,RF,baseline,1.890497832470338,2.437964702830405,1.2030104610957848,0.03758717060798333,0.3625001781264418,0.9963333589273968
energy_efficiency,10,b3,XGBoost,XGB,baseline,1.2068277399210785,1.9501161189173986,0.7677691644645076,0.02074651682050108,0.11734478313176655,0.9988130731308591
energy_efficiency,10,b4,Linear Regression,LR,baseline,9.522338874524788,12.48628566407917,5.995256034891033,0.17702494177941314,8.34437183352019,0.9155977890880199
energy_efficiency,10,b5,WLS (1/y²),WLS,baseline,9.411602767189981,12.07397462528992,5.931342569893687,0.18922062380604499,9.78160587116253,0.9010603580152976
energy_efficiency,10,b6,Log-SVR,Log-SVR,baseline,2.219417427318801,3.398791792156417,1.4106436408966136,0.04083348338759688,0.5730604760773849,0.9942035695277976
energy_efficiency,10,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,11,m1,SVR-MAPE,SVR-MAPE,psvr,2.1377327055728066,3.644659352308032,1.3574227565292678,0.03934369701631663,0.532883570179133,0.9950290377108171
energy_efficiency,11,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,13.926865370051258,20.324922841621994,8.556185646834791,0.3206971603272935,41.483784362787134,0.6130217945907164
energy_efficiency,11,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,9.315445878977007,12.210056339524122,5.86379986767509,0.20206145145625082,12.349053457409779,0.8848028303382427
energy_efficiency,11,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,9.315445878977007,12.210056339524122,5.86379986767509,0.20206145145625082,12.349053457409779,0.8848028303382427
energy_efficiency,11,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,31.813831176734585,37.48204635485148,18.960262775593243,0.7234459493871251,129.28083580146185,-0.2059860642111564
energy_efficiency,11,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,31.813831176734585,37.48204635485148,18.960262775593243,0.7234459493871251,129.28083580146185,-0.2059860642111564
energy_efficiency,11,b1,ε-SVR (MSE),SVR-MSE,baseline,2.724196682500589,4.771232289676424,1.7271885302745915,0.043870892054221594,0.6782134774351477,0.9936733391513414
energy_efficiency,11,b2,Random Forest,RF,baseline,1.6304197918944232,2.648722362923774,1.0363073959978637,0.02989204496021202,0.2633367057830473,0.9975434843424331
energy_efficiency,11,b3,XGBoost,XGB,baseline,0.957657344661845,2.249633048896838,0.6078714245191675,0.016803747706821234,0.13240530241086965,0.9987648675958408
energy_efficiency,11,b4,Linear Regression,LR,baseline,9.388408288981136,12.478972836428994,5.905718651420476,0.17861752012006252,8.762135844643302,0.9182631079397354
energy_efficiency,11,b5,WLS (1/y²),WLS,baseline,9.438566318217012,12.062807447715324,5.948436143509226,0.19589721828000675,10.774122967945537,0.8994944449972937
energy_efficiency,11,b6,Log-SVR,Log-SVR,baseline,2.5226007516371727,4.27967445833959,1.6007036487035293,0.04110895217596335,0.5172438857320992,0.9951749312717215
energy_efficiency,11,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,12,m1,SVR-MAPE,SVR-MAPE,psvr,1.9283467743451081,2.6444919290801208,1.2268117886632084,0.03708321069776021,0.35903943416608836,0.9965366021786383
energy_efficiency,12,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,13.215851321837446,19.43709562262447,8.12617357884013,0.3005726697949579,36.873181434815365,0.6443106687023732
energy_efficiency,12,m3a,LS-RMSPE (MAPE opt.),LS-RMSPE-M,psvr,8.614238932680733,11.299590025025173,5.431138725934054,0.18941697980075167,10.550481011089714,0.8982270205694932
energy_efficiency,12,m3b,LS-RMSPE (RMSPE opt.),LS-RMSPE-R,psvr,8.614238932680733,11.299590025025173,5.431138725934054,0.18941697980075167,10.550481011089714,0.8982270205694932
energy_efficiency,12,m4a,LS-RMSPE + Sym. Kernel (MAPE opt.),LS-RMSPE+SK-M,psvr,31.23396031849839,36.391054223044925,18.709065692373514,0.7226067269069443,125.2131282042385,-0.20784190860727159
energy_efficiency,12,m4b,LS-RMSPE + Sym. Kernel (RMSPE opt.),LS-RMSPE+SK-R,psvr,31.23396031849839,36.391054223044925,18.709065692373514,0.7226067269069443,125.2131282042385,-0.20784190860727159
energy_efficiency,12,b1,ε-SVR (MSE),SVR-MSE,baseline,2.830043200646947,5.00547855257828,1.7906028322828642,0.04584357100560107,0.5738250942309272,0.9944647178218237
energy_efficiency,12,b2,Random Forest,RF,baseline,1.8741963893683007,2.76028034425939,1.1918552428304285,0.03505617374431775,0.30537550122957513,0.9970542599363431
energy_efficiency,12,b3,XGBoost,XGB,baseline,1.0441218205294596,1.4318576082924974,0.6645834674765464,0.02012758336248421,0.10741730701662316,0.9989638217095512
energy_efficiency,12,b4,Linear Regression,LR,baseline,9.373651013037446,12.747932055407032,5.887643788762758,0.17544086377657148,8.100574055602172,0.9218595288812386
energy_efficiency,12,b5,WLS (1/y²),WLS,baseline,8.94456981623505,11.536241809257143,5.637780716000272,0.18181796447871396,8.6190462962558,0.9168581962758467
energy_efficiency,12,b6,Log-SVR,Log-SVR,baseline,2.427532102412111,4.1928005628559255,1.5393182665239984,0.0418632255053644,0.4976175462554348,0.9951998377850184
energy_efficiency,12,b7a,QR (τ = 0.5),QR,baseline,NA,NA,NA,NA,NA,NA
energy_efficiency,13,m1,SVR-MAPE,SVR-MAPE,psvr,2.0322666164359027,3.382147663589753,1.2909598463172478,0.036695665670332,0.3871380305132825,0.9963206167538586
energy_efficiency,13,m2,SVR-MAPE + Sym. Kernel,SVR-MAPE+SK,psvr,11.828848227008379,27.19528542244547,6.637550300598633,0.17730866944363594,10.905043424802065,0.8963578080343506
